24/10/2025 08:45:54 : FormadminpantauSPD.aspx | 255021010 | Store Filter | SELECT trDetail_permintaanSPD.idtbl, tr_permintaanSPD.Provider, tr_permintaanSPD.Perusahaan, tr_permintaanSPD.NoTask, trDetail_permintaanSPD.tglpengajuan, trDetail_permintaanSPD.notekeuangan, trDetail_permintaanSPD.tgltrf, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahtrf,'.',''),',','')) jumlahtrf, tr_permintaanSPD.NamaTeknisi, tr_permintaanSPD.TypeTeknisi, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahpengajuan,'.',''),',','')) jumlahpengajuan, trDetail_permintaanSPD.NoReferensi, trDetail_permintaanSPD.statustrf, trDetail_permintaanSPD.keterangan, trDetail_permintaanSPD.fileTransf_url FROM tr_permintaanSPD INNER JOIN trDetail_permintaanSPD ON tr_permintaanSPD.NoTask = trDetail_permintaanSPD.notask WHERE jumlahpengajuan <> 0 ORDER BY trDetail_permintaanSPD.tglpengajuan DESC | 
24/10/2025 08:45:57 : FormadminpantauSPD.aspx | 255021010 | Store Filter | SELECT trDetail_permintaanSPD.idtbl, tr_permintaanSPD.Provider, tr_permintaanSPD.Perusahaan, tr_permintaanSPD.NoTask, trDetail_permintaanSPD.tglpengajuan, trDetail_permintaanSPD.notekeuangan, trDetail_permintaanSPD.tgltrf, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahtrf,'.',''),',','')) jumlahtrf, tr_permintaanSPD.NamaTeknisi, tr_permintaanSPD.TypeTeknisi, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahpengajuan,'.',''),',','')) jumlahpengajuan, trDetail_permintaanSPD.NoReferensi, trDetail_permintaanSPD.statustrf, trDetail_permintaanSPD.keterangan, trDetail_permintaanSPD.fileTransf_url FROM tr_permintaanSPD INNER JOIN trDetail_permintaanSPD ON tr_permintaanSPD.NoTask = trDetail_permintaanSPD.notask WHERE jumlahpengajuan <> 0 ORDER BY trDetail_permintaanSPD.tglpengajuan DESC | 
24/10/2025 08:46:01 : FormadminpantauSPD.aspx | 255021010 | Store Filter | SELECT trDetail_permintaanSPD.idtbl, tr_permintaanSPD.Provider, tr_permintaanSPD.Perusahaan, tr_permintaanSPD.NoTask, trDetail_permintaanSPD.tglpengajuan, trDetail_permintaanSPD.notekeuangan, trDetail_permintaanSPD.tgltrf, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahtrf,'.',''),',','')) jumlahtrf, tr_permintaanSPD.NamaTeknisi, tr_permintaanSPD.TypeTeknisi, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahpengajuan,'.',''),',','')) jumlahpengajuan, trDetail_permintaanSPD.NoReferensi, trDetail_permintaanSPD.statustrf, trDetail_permintaanSPD.keterangan, trDetail_permintaanSPD.fileTransf_url FROM tr_permintaanSPD INNER JOIN trDetail_permintaanSPD ON tr_permintaanSPD.NoTask = trDetail_permintaanSPD.notask WHERE jumlahpengajuan <> 0 ORDER BY trDetail_permintaanSPD.tglpengajuan DESC | 
24/10/2025 08:46:11 : FormadminpantauSPD.aspx | 255021010 | Store Filter | SELECT trDetail_permintaanSPD.idtbl, tr_permintaanSPD.Provider, tr_permintaanSPD.Perusahaan, tr_permintaanSPD.NoTask, trDetail_permintaanSPD.tglpengajuan, trDetail_permintaanSPD.notekeuangan, trDetail_permintaanSPD.tgltrf, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahtrf,'.',''),',','')) jumlahtrf, tr_permintaanSPD.NamaTeknisi, tr_permintaanSPD.TypeTeknisi, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahpengajuan,'.',''),',','')) jumlahpengajuan, trDetail_permintaanSPD.NoReferensi, trDetail_permintaanSPD.statustrf, trDetail_permintaanSPD.keterangan, trDetail_permintaanSPD.fileTransf_url FROM tr_permintaanSPD INNER JOIN trDetail_permintaanSPD ON tr_permintaanSPD.NoTask = trDetail_permintaanSPD.notask WHERE jumlahpengajuan <> 0 ORDER BY trDetail_permintaanSPD.tglpengajuan DESC | 
24/10/2025 08:46:17 : FormadminpantauSPD.aspx | 255021010 | Store Filter | SELECT trDetail_permintaanSPD.idtbl, tr_permintaanSPD.Provider, tr_permintaanSPD.Perusahaan, tr_permintaanSPD.NoTask, trDetail_permintaanSPD.tglpengajuan, trDetail_permintaanSPD.notekeuangan, trDetail_permintaanSPD.tgltrf, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahtrf,'.',''),',','')) jumlahtrf, tr_permintaanSPD.NamaTeknisi, tr_permintaanSPD.TypeTeknisi, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahpengajuan,'.',''),',','')) jumlahpengajuan, trDetail_permintaanSPD.NoReferensi, trDetail_permintaanSPD.statustrf, trDetail_permintaanSPD.keterangan, trDetail_permintaanSPD.fileTransf_url FROM tr_permintaanSPD INNER JOIN trDetail_permintaanSPD ON tr_permintaanSPD.NoTask = trDetail_permintaanSPD.notask WHERE jumlahpengajuan <> 0 ORDER BY trDetail_permintaanSPD.tglpengajuan DESC | 
24/10/2025 08:46:27 : FormadminpantauSPD.aspx | 255021010 | Store Filter | SELECT trDetail_permintaanSPD.idtbl, tr_permintaanSPD.Provider, tr_permintaanSPD.Perusahaan, tr_permintaanSPD.NoTask, trDetail_permintaanSPD.tglpengajuan, trDetail_permintaanSPD.notekeuangan, trDetail_permintaanSPD.tgltrf, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahtrf,'.',''),',','')) jumlahtrf, tr_permintaanSPD.NamaTeknisi, tr_permintaanSPD.TypeTeknisi, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahpengajuan,'.',''),',','')) jumlahpengajuan, trDetail_permintaanSPD.NoReferensi, trDetail_permintaanSPD.statustrf, trDetail_permintaanSPD.keterangan, trDetail_permintaanSPD.fileTransf_url FROM tr_permintaanSPD INNER JOIN trDetail_permintaanSPD ON tr_permintaanSPD.NoTask = trDetail_permintaanSPD.notask WHERE statustrf = 'Open'  ORDER BY trDetail_permintaanSPD.tglpengajuan DESC | 
24/10/2025 08:46:30 : FormadminpantauSPD.aspx | 255021010 | Store Filter | SELECT trDetail_permintaanSPD.idtbl, tr_permintaanSPD.Provider, tr_permintaanSPD.Perusahaan, tr_permintaanSPD.NoTask, trDetail_permintaanSPD.tglpengajuan, trDetail_permintaanSPD.notekeuangan, trDetail_permintaanSPD.tgltrf, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahtrf,'.',''),',','')) jumlahtrf, tr_permintaanSPD.NamaTeknisi, tr_permintaanSPD.TypeTeknisi, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahpengajuan,'.',''),',','')) jumlahpengajuan, trDetail_permintaanSPD.NoReferensi, trDetail_permintaanSPD.statustrf, trDetail_permintaanSPD.keterangan, trDetail_permintaanSPD.fileTransf_url FROM tr_permintaanSPD INNER JOIN trDetail_permintaanSPD ON tr_permintaanSPD.NoTask = trDetail_permintaanSPD.notask WHERE statustrf = 'PENDING'  ORDER BY trDetail_permintaanSPD.tglpengajuan DESC | 
24/10/2025 08:46:36 : FormadminpantauSPD.aspx | 255021010 | Store Filter | SELECT trDetail_permintaanSPD.idtbl, tr_permintaanSPD.Provider, tr_permintaanSPD.Perusahaan, tr_permintaanSPD.NoTask, trDetail_permintaanSPD.tglpengajuan, trDetail_permintaanSPD.notekeuangan, trDetail_permintaanSPD.tgltrf, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahtrf,'.',''),',','')) jumlahtrf, tr_permintaanSPD.NamaTeknisi, tr_permintaanSPD.TypeTeknisi, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahpengajuan,'.',''),',','')) jumlahpengajuan, trDetail_permintaanSPD.NoReferensi, trDetail_permintaanSPD.statustrf, trDetail_permintaanSPD.keterangan, trDetail_permintaanSPD.fileTransf_url FROM tr_permintaanSPD INNER JOIN trDetail_permintaanSPD ON tr_permintaanSPD.NoTask = trDetail_permintaanSPD.notask WHERE statustrf = 'Done'  ORDER BY trDetail_permintaanSPD.tglpengajuan DESC | 
24/10/2025 08:46:45 : FormadminpantauSPD.aspx | 255021010 | Store Filter | SELECT trDetail_permintaanSPD.idtbl, tr_permintaanSPD.Provider, tr_permintaanSPD.Perusahaan, tr_permintaanSPD.NoTask, trDetail_permintaanSPD.tglpengajuan, trDetail_permintaanSPD.notekeuangan, trDetail_permintaanSPD.tgltrf, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahtrf,'.',''),',','')) jumlahtrf, tr_permintaanSPD.NamaTeknisi, tr_permintaanSPD.TypeTeknisi, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahpengajuan,'.',''),',','')) jumlahpengajuan, trDetail_permintaanSPD.NoReferensi, trDetail_permintaanSPD.statustrf, trDetail_permintaanSPD.keterangan, trDetail_permintaanSPD.fileTransf_url FROM tr_permintaanSPD INNER JOIN trDetail_permintaanSPD ON tr_permintaanSPD.NoTask = trDetail_permintaanSPD.notask WHERE jumlahpengajuan <> 0 ORDER BY trDetail_permintaanSPD.tglpengajuan DESC | 
24/10/2025 14:16:54 : FormadminpantauSPD.aspx | 255021010 | Store Filter | SELECT trDetail_permintaanSPD.idtbl, tr_permintaanSPD.Provider, tr_permintaanSPD.Perusahaan, tr_permintaanSPD.NoTask, trDetail_permintaanSPD.tglpengajuan, trDetail_permintaanSPD.notekeuangan, trDetail_permintaanSPD.tgltrf, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahtrf,'.',''),',','')) jumlahtrf, tr_permintaanSPD.NamaTeknisi, tr_permintaanSPD.TypeTeknisi, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahpengajuan,'.',''),',','')) jumlahpengajuan, trDetail_permintaanSPD.NoReferensi, trDetail_permintaanSPD.statustrf, trDetail_permintaanSPD.keterangan, trDetail_permintaanSPD.fileTransf_url FROM tr_permintaanSPD INNER JOIN trDetail_permintaanSPD ON tr_permintaanSPD.NoTask = trDetail_permintaanSPD.notask WHERE jumlahpengajuan <> 0 ORDER BY trDetail_permintaanSPD.tglpengajuan DESC | 
24/10/2025 14:16:58 : FormadminpantauSPD.aspx | 255021010 | Store Filter | SELECT trDetail_permintaanSPD.idtbl, tr_permintaanSPD.Provider, tr_permintaanSPD.Perusahaan, tr_permintaanSPD.NoTask, trDetail_permintaanSPD.tglpengajuan, trDetail_permintaanSPD.notekeuangan, trDetail_permintaanSPD.tgltrf, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahtrf,'.',''),',','')) jumlahtrf, tr_permintaanSPD.NamaTeknisi, tr_permintaanSPD.TypeTeknisi, TRY_CONVERT(NUMERIC(38,0), REPLACE(REPLACE(trDetail_permintaanSPD.jumlahpengajuan,'.',''),',','')) jumlahpengajuan, trDetail_permintaanSPD.NoReferensi, trDetail_permintaanSPD.statustrf, trDetail_permintaanSPD.keterangan, trDetail_permintaanSPD.fileTransf_url FROM tr_permintaanSPD INNER JOIN trDetail_permintaanSPD ON tr_permintaanSPD.NoTask = trDetail_permintaanSPD.notask WHERE statustrf = 'Open'  ORDER BY trDetail_permintaanSPD.tglpengajuan DESC | 
